title,category,slug,isco_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs,employment_year,outlook_pct,outlook_desc,outlook_source,exposure,exposure_rationale,url
9612 Refuse sorters (Level 4),9,9612-refuse-sorters-level-4,9612,34668,wages_statfin,,Basic education,None,On-the-job training,1219,2023,-6,Declining significantly,extras_csv,2,"Refuse sorting is a physically demanding, manual task performed in a non-digital environment. While AI-powered robotic sorting systems are increasingly being integrated into waste management facilities, the core nature of the job remains physical and manual, limiting AI's direct impact on the individual worker's daily tasks.",
9612. Refuse sorters (Level 5),9,9612-refuse-sorters-level-5,9612.,34668,wages_statfin,,Basic education,None,On-the-job training,1219,2023,-6,Declining significantly,extras_csv,2,"Refuse sorting is a physically demanding, manual task performed in a non-digital environment. While AI-powered robotic sorting systems are increasingly being integrated into waste management facilities, the core nature of the job remains physical and manual, limiting AI's direct impact on the individual worker's daily tasks.",
9613 Sweepers and related labourers (Level 4),9,9613-sweepers-and-related-labourers-level-4,9613,28656,wages_statfin,,Basic education,None,On-the-job training,113,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual labor and physical tasks in unpredictable outdoor or indoor environments that require human dexterity and mobility. AI has no capacity to perform these physical cleaning and sweeping duties, making the exposure to automation minimal.",
9613. Sweepers and related labourers (Level 5),9,9613-sweepers-and-related-labourers-level-5,9613.,28656,wages_statfin,,Basic education,None,On-the-job training,113,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual labor and physical tasks in unpredictable outdoor or indoor environments that require human dexterity and mobility. AI has no capacity to perform these physical cleaning and sweeping duties, making the exposure to automation minimal.",
962 Other elementary workers (Level 3),9,962-other-elementary-workers-level-3,962,30648,wages_statfin,,,,,4853,2023,,,,1,The work of refuse collectors and elementary laborers is almost entirely physical and requires manual interaction with the environment. AI lacks the robotics and sensory capabilities to replace the core physical tasks of this occupation in the foreseeable future.,
"9621 Messengers, package deliverers and luggage porters (Level 4)",9,9621-messengers-package-deliverers-and-luggage-porters-level-4,9621,32388,wages_statfin,,Basic education,None,On-the-job training,2916,2023,-5,Labor surplus,extras_csv,2,"The core tasks of this occupation involve physical movement, navigation, and the manual handling of goods in the real world. While AI and automation may optimize routing and logistics, the physical delivery process remains largely resistant to AI replacement.",
"9621. Messengers, package deliverers and luggage porters (Level 5)",9,9621-messengers-package-deliverers-and-luggage-porters-level-5,9621.,32388,wages_statfin,,Basic education,None,On-the-job training,2916,2023,-5,Labor surplus,extras_csv,2,"The core tasks of this occupation involve physical movement, navigation, and the manual handling of goods in the real world. While AI and automation may optimize routing and logistics, the physical delivery process remains largely resistant to AI replacement.",
9622 Odd job persons (Level 4),9,9622-odd-job-persons-level-4,9622,27516,wages_statfin,,Basic education,None,On-the-job training,264,2023,-6,Declining significantly,extras_csv,1,"This occupation involves manual, physical tasks performed in unpredictable, real-world environments that require dexterity and physical presence. Because the work is non-digital and relies on hands-on labor, it is largely immune to automation by current and near-future AI systems.",
9622. Odd job persons (Level 5),9,9622-odd-job-persons-level-5,9622.,27516,wages_statfin,,Basic education,None,On-the-job training,264,2023,-6,Declining significantly,extras_csv,1,"This occupation involves manual, physical tasks performed in unpredictable, real-world environments that require dexterity and physical presence. Because the work is non-digital and relies on hands-on labor, it is largely immune to automation by current and near-future AI systems.",
9623 Meter readers and vending-machine collectors (Level 4),9,9623-meter-readers-and-vending-machine-collectors-level-4,9623,29112,wages_statfin,,Basic education,None,On-the-job training,88,2023,-5,Labor surplus,extras_csv,2,"The core tasks of this occupation involve physical travel to locations to collect data or replenish machines, which requires physical presence and manual interaction. While digital automation of meter reading is reducing the need for human intervention, the role itself remains primarily physical rather than knowledge-based.",
9623. Meter readers and vending-machine collectors (Level 5),9,9623-meter-readers-and-vending-machine-collectors-level-5,9623.,29112,wages_statfin,,Basic education,None,On-the-job training,88,2023,-5,Labor surplus,extras_csv,2,"The core tasks of this occupation involve physical travel to locations to collect data or replenish machines, which requires physical presence and manual interaction. While digital automation of meter reading is reducing the need for human intervention, the role itself remains primarily physical rather than knowledge-based.",
9624 Water and firewood collectors (Level 4),9,9624-water-and-firewood-collectors-level-4,9624,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,0,"This occupation involves manual, physical labor in outdoor environments that cannot be digitized or automated by AI. The work requires physical presence and manual effort, placing it entirely outside the scope of AI-driven digital transformation.",
9624. Water and firewood collectors (Level 5),9,9624-water-and-firewood-collectors-level-5,9624.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,0,"This occupation involves manual, physical labor in outdoor environments that cannot be digitized or automated by AI. The work requires physical presence and manual effort, placing it entirely outside the scope of AI-driven digital transformation.",
9629 Elementary workers not elsewhere classified (Level 4),9,9629-elementary-workers-not-elsewhere-classified-level-4,9629,31596,wages_statfin,,Basic education,None,On-the-job training,1585,2023,-6,Declining significantly,extras_csv,3,"This occupation involves manual, routine tasks that are primarily physical and lack a digital work product. While some tasks may be automated by robotics or physical process improvements, the role is largely shielded from generative AI due to its reliance on physical presence and manual labor.",
9629. Elementary workers not elsewhere classified (Level 5),9,9629-elementary-workers-not-elsewhere-classified-level-5,9629.,31596,wages_statfin,,Basic education,None,On-the-job training,1585,2023,-6,Declining significantly,extras_csv,3,"This occupation involves manual, routine tasks that are primarily physical and lack a digital work product. While some tasks may be automated by robotics or physical process improvements, the role is largely shielded from generative AI due to its reliance on physical presence and manual labor.",
