title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
2352 Special needs teachers (Level 4),2,2352-special-needs-teachers-level-4,2352,53892,wages_statfin,,Bachelor's degree,2-4 years,None,9681,,5,Moderate prospects,extras_csv,,5,"AI will significantly streamline the digital and administrative aspects of the role, such as drafting Individualized Education Programs (IEPs), adapting lesson plans, and tracking student data. However, the core of the job requires intense physical presence, emotional intelligence, and real-time behavioral management for students with complex disabilities, which AI cannot replicate.",
2352. Special needs teachers (Level 5),2,2352-special-needs-teachers-level-5,2352.,53892,wages_statfin,,Bachelor's degree,2-4 years,None,9681,,5,Moderate prospects,extras_csv,,5,"AI will significantly streamline the digital and administrative aspects of the role, such as drafting Individualized Education Programs (IEPs), adapting lesson plans, and tracking student data. However, the core of the job requires intense physical presence, emotional intelligence, and real-time behavioral management for students with complex disabilities, which AI cannot replicate.",
2353 Other language teachers (Level 4),2,2353-other-language-teachers-level-4,2353,44400,wages_statfin,,Bachelor's degree,2-4 years,None,325,,5,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2353. Other language teachers (Level 5),2,2353-other-language-teachers-level-5,2353.,44400,wages_statfin,,Bachelor's degree,2-4 years,None,325,,5,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2354 Other music teachers (Level 4),2,2354-other-music-teachers-level-4,2354,41988,wages_statfin,,Bachelor's degree,2-4 years,None,2554,,6,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2354. Other music teachers (Level 5),2,2354-other-music-teachers-level-5,2354.,41988,wages_statfin,,Bachelor's degree,2-4 years,None,2554,,6,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2355 Other arts teachers (Level 4),2,2355-other-arts-teachers-level-4,2355,35124,wages_statfin,,Bachelor's degree,2-4 years,None,1530,,6,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2355. Other arts teachers (Level 5),2,2355-other-arts-teachers-level-5,2355.,35124,wages_statfin,,Bachelor's degree,2-4 years,None,1530,,6,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2356 Information technology trainers (Level 4),2,2356-information-technology-trainers-level-4,2356,48624,wages_statfin,,Bachelor's degree,2-4 years,None,158,,6,Moderate prospects,extras_csv,,10,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2356. Information technology trainers (Level 5),2,2356-information-technology-trainers-level-5,2356.,48624,wages_statfin,,Bachelor's degree,2-4 years,None,158,,6,Moderate prospects,extras_csv,,10,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
2359 Teaching professionals not elsewhere classified (Level 4),2,2359-teaching-professionals-not-elsewhere-classified-level-4,2359,43164,wages_statfin,,Bachelor's degree,2-4 years,None,11762,,4,Below average,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
23591 Career counsellors (Level 5),2,23591-career-counsellors-level-5,23591,39240,wages_statfin,,Bachelor's degree,2-4 years,None,4423,,6,Moderate prospects,extras_csv,,,,
23592 Other teaching professionals (Level 5),2,23592-other-teaching-professionals-level-5,23592,45144,wages_statfin,,Bachelor's degree,2-4 years,None,7339,,6,Moderate prospects,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
23301 Teachers in mathematical subjects (Level 5),2,23301-teachers-in-mathematical-subjects-level-5,23301,60060,wages_statfin,,Bachelor's degree,2-4 years,None,487,,6,Moderate prospects,extras_csv,,,,
23302 Native language and literature teachers (Level 5),2,23302-native-language-and-literature-teachers-level-5,23302,57180,wages_statfin,,Bachelor's degree,2-4 years,None,323,,6,Moderate prospects,extras_csv,,7,"The core work product—language instruction, literacy training, and test preparation—is fundamentally digital and information-based, making it highly susceptible to AI-driven tutoring and translation tools. While the role requires significant cultural sensitivity and interpersonal motivation, AI can now provide personalized lesson plans, real-time feedback, and adaptive learning paths that significantly increase teacher productivity or replace routine instructional tasks.",
